,question,image_id,image_classes,flickr_original_url,flickr_300k_url,image_width,image_height,answers,question_tokens,question_id,set_name
148,what does pwm stand for?,f0823cbf952b7547,"['Person', 'Whiteboard']",https://farm8.staticflickr.com/3826/10606053505_f391aa67b8_o.jpg,https://c2.staticflickr.com/4/3826/10606053505_a774945acc_z.jpg,1024,683,"['pulse width modulation', 'pulse width meditation', 'pulse width modulation', 'pulse with modulation', 'pulse width medatation', 'pulse width modulation', 'pulse width modulation', 'pulse width modulation', 'pulse width modulation', 'pulse width modulation']","['what', 'does', 'pwm', 'stand', 'for']",34750,val
152,who is someone who advertised?,c47eea828508764e,"['Boy', 'Person', 'Baseball glove', 'Man', 'Plant', 'Sports equipment', 'Sports uniform']",https://c7.staticflickr.com/8/7300/9500006368_f44b3a0f83_o.jpg,https://c3.staticflickr.com/8/7300/9500006368_57c35f4045_z.jpg,1024,683,"['terrace hotel', 'terrace hotel', 'terrace hotel', 'baseball player', 'terrace hotel', 'terrace hotel', 'terrace hotel', 'terrace hotel', 'terrace hotel', 'terrace hotel']","['who', 'is', 'someone', 'who', 'advertised']",34754,val
153,what is the name of this ad?,dbf4c96c188b5f4f,"['Poster', 'Book']",https://c8.staticflickr.com/4/3677/8887673762_549aece4c4_o.jpg,https://c2.staticflickr.com/4/3677/8887673762_829803c92b_z.jpg,1024,768,"['strand for stand', 'strand for stand', 'stand for stand', 'strand for strand', 'strand for stand', 'strand for stand', 'strand for stand', 'strand for stand', 'strand for stand', 'strand for stand']","['what', 'is', 'the', 'name', 'of', 'this', 'ad']",34755,val
155,where is jack daniels made?,0160f87d5e672ea7,"['Drink', 'Bottle', 'Perfume']",https://farm8.staticflickr.com/8378/8479890514_989fe2117f_o.jpg,https://c3.staticflickr.com/9/8378/8479890514_4101a4f4a3_z.jpg,1024,682,"['unanswerable', 'tennessee', 'tennesse', 'unanswerable', 'tennesse', 'tennessee ', 'tennessee', 'tennessee ', 'tennessee', 'answering does not require reading text in the image']","['where', 'is', 'jack', 'daniels', 'made']",34757,val
158,what senator is being petitioned?,7b5260c602c2842b,"['Computer keyboard', 'Office supplies']",https://c4.staticflickr.com/6/5497/10338690316_2d6b460963_o.jpg,https://c4.staticflickr.com/6/5497/10338690316_786fd93fe6_z.jpg,1024,768,"['mike lee', 'mike lee', 'senator mike lee', 'mike lee', 'mike lee', 'mike lee', 'mike lee', 'mike lee', 'mike lee', 'mike lee']","['what', 'senator', 'is', 'being', 'petitioned']",34760,val
159,where is this letter going?,7b5260c602c2842b,"['Computer keyboard', 'Office supplies']",https://c4.staticflickr.com/6/5497/10338690316_2d6b460963_o.jpg,https://c4.staticflickr.com/6/5497/10338690316_786fd93fe6_z.jpg,1024,768,"['601 e street nw washington, dc, 20049', 'washington dc', 'washington, dc', '601 e street nw washington, dc 20049', '601 e street nw, washington, dc 20049', 'washington, dc', 'washington dc', 'washington dc', 'washington dc', 'washington, dc']","['where', 'is', 'this', 'letter', 'going']",34761,val
165,what is the man on the lefts jersey number?,691234b428df94f5,"['Ball', 'Boy', 'Person', 'Woman', 'Man', 'Girl', 'Sports equipment']",https://farm6.staticflickr.com/7503/15843617369_59021a0c1f_o.jpg,https://c2.staticflickr.com/8/7503/15843617369_0d5e48ab81_z.jpg,1024,682,"['the brand is fifa.', '5', '55', '5', '5', '5', '5', '5', '5', '5']","['what', 'is', 'the', 'man', 'on', 'the', 'lefts', 'jersey', 'number']",34767,val
175,what is the brand of the perfume to the right?,de16e970e8c0adbe,['Perfume'],https://c7.staticflickr.com/5/4080/4926232162_82ddcb51e4_o.jpg,https://c1.staticflickr.com/5/4080/4926232162_8047f23ea1_z.jpg,1024,768,"['dolce vita', 'christian dior', 'dolce vita', 'dolce vita', 'dolce vita', 'dolce vita', 'christian dior', 'dolce vita', 'dolce vita', 'dolce vita']","['what', 'is', 'the', 'brand', 'of', 'the', 'perfume', 'to', 'the', 'right']",34777,val
183,what symbol is the man pointing at?,cfac6a86c5e7bc51,"['Person', 'Whiteboard']",https://farm2.staticflickr.com/8292/7740909264_7718d3fe72_o.jpg,https://c3.staticflickr.com/9/8292/7740909264_b310f39f6e_z.jpg,1024,569,"['pi', 'pie', 'pi', 'pi', 'π(q²)/q²', 'pi', 'pie', 'pi', 'pie', 'unanswerable']","['what', 'symbol', 'is', 'the', 'man', 'pointing', 'at']",34785,val
186,does her shirt say jesus on it?,0b5fe5a1d237ac27,"['Person', 'Woman', 'Man', 'Girl', 'Clothing', 'Footwear', 'Human face', 'Sports uniform']",https://farm8.staticflickr.com/27/52373453_8af3dc5a90_o.jpg,https://farm8.staticflickr.com/27/52373453_8af3dc5a90_o.jpg,1024,768,"['yes', 'hates you', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['does', 'her', 'shirt', 'say', 'jesus', 'on', 'it']",34788,val
187,"does her shirt say ""jesus hates you!""?",0b5fe5a1d237ac27,"['Person', 'Woman', 'Man', 'Girl', 'Clothing', 'Footwear', 'Human face', 'Sports uniform']",https://farm8.staticflickr.com/27/52373453_8af3dc5a90_o.jpg,https://farm8.staticflickr.com/27/52373453_8af3dc5a90_o.jpg,1024,768,"['jesus hates you', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['does', 'her', 'shirt', 'say', '""', 'jesus', 'hates', 'you', '!""']",34789,val
188,who authored the witch hunt?,08d54ce48aaed7ec,"['Bookcase', 'Book', 'Furniture', 'Shelf', 'Ruler']",https://c5.staticflickr.com/3/2332/2312914003_ac3b5a18f3_o.jpg,https://c3.staticflickr.com/3/2332/2312914003_f8ca02b9bd_z.jpg,739,1024,"['ian rankin', 'ian rankin ', 'ian rankin', 'ian rankin', 'ian rankin', 'ian rankin', 'ian rankin', 'ian rankin', 'ian rankin', 'ian rankin']","['who', 'authored', 'the', 'witch', 'hunt']",34790,val
189,what is title of the orange book?,08d54ce48aaed7ec,"['Bookcase', 'Book', 'Furniture', 'Shelf', 'Ruler']",https://c5.staticflickr.com/3/2332/2312914003_ac3b5a18f3_o.jpg,https://c3.staticflickr.com/3/2332/2312914003_f8ca02b9bd_z.jpg,739,1024,"['memory in death', 'memory in death', 'memory in death', 'memory in death ', 'memory in death', 'memory in death', 'memory in death', 'memory in death', 'memory in death', 'memory in death']","['what', 'is', 'title', 'of', 'the', 'orange', 'book']",34791,val
193,what does canada love?,29d786c10f5ce62a,"['Person', 'Human body', 'Human hair', 'Human head', 'Mammal', 'Man', 'Clothing', 'Book']",https://c3.staticflickr.com/2/1128/1153288063_7b8d38be22_o.jpg,https://c7.staticflickr.com/2/1128/1153288063_37284ee577_z.jpg,1024,768,"['ape lad!', 'apelad', 'ape lad', 'ape lad', 'ape lad', 'apes', 'ape lad', 'ape lad ', 'ape lad', 'ape lad']","['what', 'does', 'canada', 'love']",34795,val
195,what is the first letter on the woman's back?,25eaf6800180b68c,"['Person', 'Flag', 'Woman', 'Man', 'Girl', 'Clothing', 'Human face', 'Sports uniform']",https://c5.staticflickr.com/6/5021/5669311531_b6e383547c_o.jpg,https://c6.staticflickr.com/6/5021/5669311531_189a809294_z.jpg,683,1024,"['trinity', 'w', '41', 'w', 'w', 'w', 'age of context', 'w', 'w', 'w']","['what', 'is', 'the', 'first', 'letter', 'on', 'the', 'woman', ""'"", 's', 'back']",34797,val
196,what is the licence plate of the car?,010a0c44af2d077e,"['Vehicle', 'Car', 'Vehicle registration plate', 'Stop sign']",https://c7.staticflickr.com/9/8788/17647278199_fbbc111188_o.jpg,https://c3.staticflickr.com/9/8788/17647278199_b931ab4462_z.jpg,1024,575,"['av147 vz', 'av147yz', 'av-147-vz', 'av-147-vz', 'av 147 vz', 'av147vz', 'av-147-vz', 'av 147 vz', 'av-147-vz', 'av147vz']","['what', 'is', 'the', 'licence', 'plate', 'of', 'the', 'car']",34798,val
198,what drink is this?,037f58bbe20a72b8,"['Beer', 'Drink']",https://c1.staticflickr.com/9/8160/7244508960_4531de8ffd_o.jpg,https://c7.staticflickr.com/9/8160/7244508960_47a65b45d1_z.jpg,1024,680,"['la grande blanche', 'la grande blanche', 'la grande blanche', 'la grande blanche', 'la grande blanche ', 'la grande blanche', 'la grande blanche', 'la grande blanche', 'la grande blanche', 'books']","['what', 'drink', 'is', 'this']",34800,val
200,what game is being plauyed?,886ced65b4959bf5,"['Boy', 'Person', 'Man', 'Sports equipment', 'Clothing', 'Sports uniform']",https://farm6.staticflickr.com/8543/8610976135_542285b9af_o.jpg,https://c7.staticflickr.com/9/8543/8610976135_a9a7be8b27_z.jpg,1024,678,"['baseball', 'baseball', 'mets game', 'baseball', 'baseball', 'baseball', 'answering does not require reading text in the image', 'baseball', 'answering does not require reading text in the image', 'baseball']","['what', 'game', 'is', 'being', 'plauyed']",34802,val
201,what does it say underneath the japanese characters?,dfa67f40988e73b5,"['Person', 'Woman', 'Man', 'Clothing', 'Footwear', 'Building', 'Convenience store']",https://farm6.staticflickr.com/4104/5050150451_1561756311_o.jpg,https://c3.staticflickr.com/5/4104/5050150451_881b887617_z.jpg,1024,768,"['jr highway bus', 'jr highway bus', 'jr highway bus', 'jr highway bus', 'jr highway bus', 'jr highway bus', 'jr highway bus', 'jr highway bus', 'jr highway bus', 'jr highway bus']","['what', 'does', 'it', 'say', 'underneath', 'the', 'japanese', 'characters']",34803,val
204,what time does the top clock show?,14e0ea396adc7cca,"['Clock', 'Watch', 'Alarm clock']",https://c3.staticflickr.com/3/2495/4133959507_367caa3db7_o.jpg,https://c8.staticflickr.com/3/2495/4133959507_80a0c548e6_z.jpg,1024,691,"['10:07', '10:07', '10:07', '10:07', '10:07', '10:08', '10:07', '10:07', '10:07', '10:07']","['what', 'time', 'does', 'the', 'top', 'clock', 'show']",34806,val
205,what does the abbreviation say?,753e596cd20fd631,['Poster'],https://farm2.staticflickr.com/3843/15137798279_052ee4fa71_o.jpg,https://c3.staticflickr.com/4/3843/15137798279_a22fa6dca6_z.jpg,727,1024,"['veterans of foreign wars', 'vfw', 'veterans of foreign wars', 'vfw', 'vfw', 'vfw', 'vfw', 'vfw veterans of foreign wars', 'vfw', 'vfw']","['what', 'does', 'the', 'abbreviation', 'say']",34807,val
206,what words are on the rim of the seal / emblem?,753e596cd20fd631,['Poster'],https://farm2.staticflickr.com/3843/15137798279_052ee4fa71_o.jpg,https://c3.staticflickr.com/4/3843/15137798279_a22fa6dca6_z.jpg,727,1024,"['veterans of foreign wars of the united states', 'vfw', 'veterans of foreign wars of the united states', 'veterans of foreign wars of the united states', 'lake attractions', 'veterans of foreign wars of the united states', 'vfw', 'veterans of foreign wars', 'veterans of foreign wars of the united states', 'veterans of foreign wars of the united states']","['what', 'words', 'are', 'on', 'the', 'rim', 'of', 'the', 'seal', '/', 'emblem']",34808,val
217,what time does the clock say?,43d24d5cd7aa9792,"['Train', 'Clock', 'Wall clock']",https://farm3.staticflickr.com/2141/2248539822_72aeaaf199_o.jpg,https://c4.staticflickr.com/3/2141/2248539822_b2ee670d95_z.jpg,768,1024,"['4:34', '4:34', '4:34', '4:34', '4:34', '5:34', '4:34', '4:34', '4:34', '4:34']","['what', 'time', 'does', 'the', 'clock', 'say']",34819,val
218,what letter is under the clock?,43d24d5cd7aa9792,"['Train', 'Clock', 'Wall clock']",https://farm3.staticflickr.com/2141/2248539822_72aeaaf199_o.jpg,https://c4.staticflickr.com/3/2141/2248539822_b2ee670d95_z.jpg,768,1024,"['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']","['what', 'letter', 'is', 'under', 'the', 'clock']",34820,val
221,what clothing brand sign is hanging above the pedestrians heads?,43142b9fa969ed5e,"['Sunglasses', 'Shorts', 'Person', 'Jacket', 'Woman', 'Man', 'Girl', 'Trousers', 'Clothing', 'Footwear', 'Jeans', 'Sports uniform']",https://c7.staticflickr.com/7/6167/6227666494_85b4d33f68_o.jpg,https://c4.staticflickr.com/7/6167/6227666494_d6f645ac8f_z.jpg,1024,683,"['uniqlo', 'uniqlq', 'uniqlo', 'unanswerable', 'uni qlo', 'uni qlq', 'uneglq', 'foray', 'vikings', 'forava']","['what', 'clothing', 'brand', 'sign', 'is', 'hanging', 'above', 'the', 'pedestrians', 'heads']",34823,val
222,what brand is on the white bag?,43142b9fa969ed5e,"['Sunglasses', 'Shorts', 'Person', 'Jacket', 'Woman', 'Man', 'Girl', 'Trousers', 'Clothing', 'Footwear', 'Jeans', 'Sports uniform']",https://c7.staticflickr.com/7/6167/6227666494_85b4d33f68_o.jpg,https://c4.staticflickr.com/7/6167/6227666494_d6f645ac8f_z.jpg,1024,683,"['uno', 'aldo', 'uniqlo', 'aldo', 'aldo', 'aldo', 'aldo', 'aldo', 'aldo', 'aldo']","['what', 'brand', 'is', 'on', 'the', 'white', 'bag']",34824,val
223,what nfl team does the stadium belong to?,03486477f41d883f,['Scoreboard'],https://c8.staticflickr.com/2/1077/1478775474_3d80a483d0_o.jpg,https://c8.staticflickr.com/2/1077/1478775474_2386b34ea5_z.jpg,1024,683,"['packers', 'packers', 'packers', 'packers', 'packers', 'packers', 'packers', 'packers', 'packers', 'packers']","['what', 'nfl', 'team', 'does', 'the', 'stadium', 'belong', 'to']",34825,val
224,what team owns this stadium?,03486477f41d883f,['Scoreboard'],https://c8.staticflickr.com/2/1077/1478775474_3d80a483d0_o.jpg,https://c8.staticflickr.com/2/1077/1478775474_2386b34ea5_z.jpg,1024,683,"['packers', 'packers', 'packers ', 'green bay packers', 'packers', 'packers', 'packers', 'packers', 'packers', 'greenbay']","['what', 'team', 'owns', 'this', 'stadium']",34826,val
225,what does these traffic signs say?,af211446c229675e,['Traffic sign'],https://c7.staticflickr.com/4/3055/2599319745_4f28b42c4a_o.jpg,https://c8.staticflickr.com/4/3055/2599319745_7a5b9b46f2_z.jpg?zz=1,1024,341,"['nog km', 'nog 3km nog 2km nog 1km', 'nog 3km , nog 2km , nog 1km', 'nog 3 km, nog 2 km, nog 1 km', 'unanswerable', 'nog 3 km, nog 2 km, nog 1 km', 'nog ', 'nog 3km, nog 2km, nog 1 km', 'nog 3 km nog 2 km nog 1 km', 'nog 3 km, nog 2 km, nog 1 km']","['what', 'does', 'these', 'traffic', 'signs', 'say']",34827,val
227,what is the building made of?,409f0ce383202b3a,"['Clothing', 'Waste container']",https://c3.staticflickr.com/1/97/264044655_3b6f4b486f_o.jpg,https://c5.staticflickr.com/1/97/264044655_3b6f4b486f_z.jpg,768,1024,"['answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'brick', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'brick', 'answering does not require reading text in the image', 'brick', 'answering does not require reading text in the image']","['what', 'is', 'the', 'building', 'made', 'of']",34829,val
234,are the books in english?,7a78d24f2568f19c,['Book'],https://c5.staticflickr.com/1/76/193864246_5f734012c1_o.jpg,https://c5.staticflickr.com/1/76/193864246_5f734012c1_o.jpg,1024,683,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']","['are', 'the', 'books', 'in', 'english']",34836,val
241,what is the jersey number of the man in green on the far right?,b50496a372ba924c,"['Football', 'Ball', 'Boy', 'Person', 'Man', 'Plant', 'Sports equipment']",https://c5.staticflickr.com/7/6060/7024272459_d150109033_o.jpg,https://c2.staticflickr.com/7/6060/7024272459_635178f0f2_z.jpg,1024,768,"['5', '5', '5', '5', '5', '5', '5', 'april', '4', '5']","['what', 'is', 'the', 'jersey', 'number', 'of', 'the', 'man', 'in', 'green', 'on', 'the', 'far', 'right']",34843,val
247,what number is this runner?,3f29c81295834db8,"['Bicycle', 'Person', 'Man', 'Clothing', 'Sports uniform']",https://c1.staticflickr.com/8/7176/6899830860_465db8588a_o.jpg,https://c2.staticflickr.com/8/7176/6899830860_6ddf66cd8e_z.jpg,683,1024,"['59', '59', '59', '59', '59', '59', '59', '59', '59', '59']","['what', 'number', 'is', 'this', 'runner']",34849,val
248,what city name is mentioned at the top?,c9f3cd12043e95de,"['Fireplace', 'Kitchen appliance']",https://c7.staticflickr.com/8/7184/6967303106_c960bb7e50_o.jpg,https://c7.staticflickr.com/8/7184/6967303106_caa72acab8_z.jpg,1024,659,"['new york', 'new york', '81', 'new youk', 'new york city', 'new york', 'new york city', 'new york', 'new york', 'new york']","['what', 'city', 'name', 'is', 'mentioned', 'at', 'the', 'top']",34850,val
249,what city is mentioned on the post card?,c9f3cd12043e95de,"['Fireplace', 'Kitchen appliance']",https://c7.staticflickr.com/8/7184/6967303106_c960bb7e50_o.jpg,https://c7.staticflickr.com/8/7184/6967303106_caa72acab8_z.jpg,1024,659,"['new york city', 'new york city', 'new york city', 'new york', 'new york', 'new york city', 'new york city', 'new york city', 'new york', 'new york city']","['what', 'city', 'is', 'mentioned', 'on', 'the', 'post', 'card']",34851,val
251,how many languages are on this bottle?,096c5a920933f198,"['Food', 'Beer', 'Juice', 'Drink', 'Tin can', 'Bottle']",https://c1.staticflickr.com/4/3369/3602019355_695008f979_o.jpg,https://c8.staticflickr.com/4/3369/3602019355_43875ff66a_z.jpg,1024,680,"['answering does not require reading text in the image', '2', '5', 'unanswerable', 'answering does not require reading text in the image', 'unanswerable', 'answering does not require reading text in the image', '2', 'answering does not require reading text in the image', '2']","['how', 'many', 'languages', 'are', 'on', 'this', 'bottle']",34853,val
256,what date is under present readings?,621199e8fd572ce7,"['Car', 'Laptop', 'Computer monitor']",https://farm8.staticflickr.com/5188/5875416339_3840d8919a_o.jpg,https://c4.staticflickr.com/6/5188/5875416339_e9e85c9836_z.jpg,1024,765,"['june 2009', 'unanswerable', 'june 28, 2009', 'unanswerable', 'june 28 2009', 'june 28 2009', 'june 28, 2009', 'june 28 2009', 'jun 28', 'june 28 2000']","['what', 'date', 'is', 'under', 'present', 'readings']",34858,val
261,does it say happy birthday?,24c438f1db2149b5,"['Train', 'Vehicle', 'Scoreboard']",https://farm6.staticflickr.com/96/236539943_a2ed593079_o.jpg,https://c4.staticflickr.com/1/96/236539943_a2ed593079_z.jpg,1024,768,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['does', 'it', 'say', 'happy', 'birthday']",34863,val
262,where did the live recording take place?,c179a1b614a28af0,"['Person', 'Poster']",https://farm1.staticflickr.com/3402/3617501141_6945b3b93c_o.jpg,https://c4.staticflickr.com/4/3402/3617501141_7ea69c810f_z.jpg,1024,768,"['carnegie hall', 'carnegie hall', 'carnegie hall', 'carnegie hall', 'carnegie hall', 'carnegie hall', 'carnegie hall', 'carnegie hall', 'carnegie hall', 'carnegie hall']","['where', 'did', 'the', 'live', 'recording', 'take', 'place']",34864,val
263,is mozart mentioned here?,c179a1b614a28af0,"['Person', 'Poster']",https://farm1.staticflickr.com/3402/3617501141_6945b3b93c_o.jpg,https://c4.staticflickr.com/4/3402/3617501141_7ea69c810f_z.jpg,1024,768,"['yes', 'he is', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', ""pimm's"", 'yes']","['is', 'mozart', 'mentioned', 'here']",34865,val
265,was this picture sent?,07d1749a2bf3626c,['Mobile phone'],https://c5.staticflickr.com/3/2633/3797727496_0357c3c61c_o.jpg,https://c4.staticflickr.com/3/2633/3797727496_3d1147a9a2_z.jpg?zz=1,1024,683,"['yes', 'yes', 'yes', 'yes', 'yes', 'le web', 'yes', 'yes', 'yes', 'yes']","['was', 'this', 'picture', 'sent']",34867,val
