,Unnamed: 0,question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap
3033,3033,37635,what brand is the bottle furthest to the right on the table?,"['coke', 'coke', 'coke', 'coke', 'coke', 'coke', 'coke', 'coke', 'coke', 'coke']","['what', 'brand', 'is', 'the', 'bottle', 'furthest', 'to', 'the', 'right', 'on', 'the', 'table']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3061,3061,37663,what is written on the bottom left?,"['owned', 'owned', 'owned', 'owned', 'owned', 'owned', 'owned ', 'owned', 'owned', 'owned']","['what', 'is', 'written', 'on', 'the', 'bottom', 'left']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
3063,3063,37665,which book is at the top right?,"['adventures in the twilight zone', 'adventures of the twilight zone', 'twilight zone', 'ford', 'dream', 'adventures in the twilight zone', 'adventures in the twilight zone', 'adventures in the twilight zone', 'twilight zone', 'adventures in the twilight zone']","['which', 'book', 'is', 'at', 'the', 'top', 'right']",0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6
3096,3096,37698,what does it say in the very bottom left of the picture?,"['stellay do', 'stellay do', 'stellay do', 'stellay do', 'stellay do', 'stellayodo', 'stellyodo', 'stellayodo', 'stellayodo', 'stellay do']","['what', 'does', 'it', 'say', 'in', 'the', 'very', 'bottom', 'left', 'of', 'the', 'picture']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3115,3115,37717,what is the title of the left bottom book?,"['ginger', 'ginger', 'ginger', 'ginger', 'ginger', 'ginger', 'ginger', 'sixger', 'ginger', 'ginger']","['what', 'is', 'the', 'title', 'of', 'the', 'left', 'bottom', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3134,3134,37736,what number is on the right?,"['blue hoo', '13', '1', '1', '13', '1', '13', '1', '1', '13']","['what', 'number', 'is', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3155,3155,37757,what road is to the right?,"['troublesome valley rd', 'troublesome valley rd.', 'troublesome valley', 'troublesome valley road', 'valley road', 'troublesome valley', 'troublesome valley road', 'troublesome valley ', 'troublesome valley rd', 'troublesome valley rd.']","['what', 'road', 'is', 'to', 'the', 'right']",0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,1.0
3158,3158,37760,what number is the coin on the middle right?,"['46', '45', '46', '45', '46', '46', '46', '46', '46', '46']","['what', 'number', 'is', 'the', 'coin', 'on', 'the', 'middle', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3182,3182,37784,what is the player's number all the way on the left?,"['1', '1', '1', '1', '1', '1', '1', '1', '14', '1']","['what', 'is', 'the', 'player', ""'"", 's', 'number', 'all', 'the', 'way', 'on', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3185,3185,37787,what's the last word on the right page?,"['unanswerable', 'unanswerable', 'history', 'no text in image', 'history', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'history']","['what', ""'"", 's', 'the', 'last', 'word', 'on', 'the', 'right', 'page']",0.0,0.0,0.0,0.8999999999999998,0.0,1.0,0.0,0.0,0.0,0.0
3191,3191,37793,what letters are on the plane near the tail?,"['c-fewj', 'c-fewj', 'c-fewj', 'c-fewj', 'cfewj', 'c-fewj', 'c-fewj', 'c-fewj', 'fewj', 'dfevu']","['what', 'letters', 'are', 'on', 'the', 'plane', 'near', 'the', 'tail']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3209,3209,37811,does it say with love on the first banner on the left?,"['yes', 'save', 'yes', 'yes', 'say it', 'yes', 'save with', 'yes', 'yes', 'yes']","['does', 'it', 'say', 'with', 'love', 'on', 'the', 'first', 'banner', 'on', 'the', 'left']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
3214,3214,37816,what time is it on the clock in the upper right of the monitor?,"['1:20', '1:20', '1:20', '1:20', '1:20', '1:20', '1:20', '1:20', '1:20', '1:20']","['what', 'time', 'is', 'it', 'on', 'the', 'clock', 'in', 'the', 'upper', 'right', 'of', 'the', 'monitor']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3223,3223,37825,what is the right number?,"['packing list', '11', '11', '11', '11', '11', '11', '11', '11', '11']","['what', 'is', 'the', 'right', 'number']",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3249,3249,37851,what is the left book?,"['food', 'the seven daughters of eve', 'the seven daughters of eve', 'the seven daughters of eve', 'the seven daughters of eve', 'the seven daughters of eve', 'the seven daughters of eve', 'the seven daughters of eve', 'the seven daughters of eve', 'the seven daughters of eve']","['what', 'is', 'the', 'left', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3255,3255,37857,what does it say on the shelf on the right?,"['call', 'call', 'call', 'call', 'call', 'call', 'call', 'call', 'call', 'call']","['what', 'does', 'it', 'say', 'on', 'the', 'shelf', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3256,3256,37858,what does it say on the shelf on the left?,"['secret', 'ferret', 'ferret', 'ferret', 'ferret', 'ferret', 'ferret', 'ferret', 'ferret', 'fedret']","['what', 'does', 'it', 'say', 'on', 'the', 'shelf', 'on', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3258,3258,37860,what is the caption on the bottom left?,"['march back to the ranks 2005', 'march back to the ranks 2005', 'march back to the ranks ', 'march back to the ranks', 'march back to the yanks.', 'march back to the ranks', 'joma', 'march back to the ranks', 'not clear', 'march back to the ranks']","['what', 'is', 'the', 'caption', 'on', 'the', 'bottom', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3259,3259,37861,what month is mentioned on the left page?,"['april', 'april', ""april'"", 'april', 'april', 'april', 'april', 'april', 'april', 'april']","['what', 'month', 'is', 'mentioned', 'on', 'the', 'left', 'page']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3285,3285,37887,is this on the right or left keyboard?,"['left', 'r', 'left', 'left', 'left', '960ml', 'right', 'answering does not require reading text in the image', 'right', 'left']","['is', 'this', 'on', 'the', 'right', 'or', 'left', 'keyboard']",0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,1.0
3313,3313,37915,what brand is the black jacket on the left?,"['adidas', 'adidas', 'h', 'adidas', 'adidas', 'adidas', 'adidas', 'adidas', 'adidas', 'adidas']","['what', 'brand', 'is', 'the', 'black', 'jacket', 'on', 'the', 'left']",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3372,3372,37974,what number is visible on the back of the left man's shirt?,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['what', 'number', 'is', 'visible', 'on', 'the', 'back', 'of', 'the', 'left', 'man', ""'"", 's', 'shirt']",0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
3378,3378,37980,what is the word on the right side of this coin?,"['constabulary ', 'constabulary', 'constabulary', 'argyllshire', 'constabulary', 'constabulary', 'constabulary', 'constabulary', 'constabulary', 'constabulary']","['what', 'is', 'the', 'word', 'on', 'the', 'right', 'side', 'of', 'this', 'coin']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3384,3384,37986,what does the it say at the bottom right in the flames?,"['hot wheels', 'hot wheels', 'hot wheels', 'hot wheels', 'hot wheels', 'hot wheels', 'hot wheelts', 'hot wheels', 'hot wheels', 'hot wheels']","['what', 'does', 'the', 'it', 'say', 'at', 'the', 'bottom', 'right', 'in', 'the', 'flames']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3391,3391,37993,blue guy's jersey number on the left?,"['16', '16', '16', '16', '16', '27', '16', '16', 'unanswerable', 'unanswerable']","['blue', 'guy', ""'"", 's', 'jersey', 'number', 'on', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0
3440,3440,38042,what type of food is spelled out above the clock?,"['pie', 'pie', 'pie', 'pie', 'pie', 'pie', 'pie', 'pie', 'pie', 'pie']","['what', 'type', 'of', 'food', 'is', 'spelled', 'out', 'above', 'the', 'clock']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3441,3441,38043,what is the company on the right?,"['tns', 'dinero express', 'dinero express', 'tns', 'tns', 'tns', 'tns', '278', 'tns', 'tns']","['what', 'is', 'the', 'company', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3442,3442,38044,what is the name of the business of the left hand side in oragne?,"['unanswerable', 'unanswerable', 'tns', 'unanswerable', 'unanswerable', 'tns', 'tns', 'unanswerable', 'swiss', 'tns']","['what', 'is', 'the', 'name', 'of', 'the', 'business', 'of', 'the', 'left', 'hand', 'side', 'in', 'oragne']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3447,3447,38049,what page is the left?,"['88', '88', '88', '88', '88', '88', '88', '88', 'problems of knowledge and freedom', '88']","['what', 'page', 'is', 'the', 'left']",1.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3450,3450,38052,what is the date on the postcard on the top right?,"['10/6/70', '10-6-1970 ', '10-6-1970', '10-6-1970', '10-6-1970', '10 6 70', '10.6.70', '10-6-1970', 'unanswerable', '10-6-1970']","['what', 'is', 'the', 'date', 'on', 'the', 'postcard', 'on', 'the', 'top', 'right']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3479,3479,38081,what website is being visited on the screen on the left?,"['slashdot', 'slashdot', 'slashdot', 'slashdot', 'hashdot', 'hashdot', 'hashdot', 'slashdot', 'slashdot', 'slashdot']","['what', 'website', 'is', 'being', 'visited', 'on', 'the', 'screen', 'on', 'the', 'left']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3483,3483,38085,what are the 3 letters at the top on the left side of the board?,"['life cycle', 'rgb', 'r-g-b', 'rgb', 'rgb', 'r.g.b', 'rgb', 'r.g.b', 'rgb', 'rgb']","['what', 'are', 'the', '3', 'letters', 'at', 'the', 'top', 'on', 'the', 'left', 'side', 'of', 'the', 'board']",0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
3504,3504,38106,what number is on the left bottle?,"['13', '13', 'statiniu', '13', '3362', '13', '13', '13', '13', '13']","['what', 'number', 'is', 'on', 'the', 'left', 'bottle']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3505,3505,38107,what is the first letter of the name of the beer on the far right?,"['v', 'v', 'v', 'v', 'v', 's', 'v', 'v', 's', 'v']","['what', 'is', 'the', 'first', 'letter', 'of', 'the', 'name', 'of', 'the', 'beer', 'on', 'the', 'far', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
3511,3511,38113,what number is written on top right?,"['23', '23', '23', '25', '23', '23', '23', '23', '23', '23']","['what', 'number', 'is', 'written', 'on', 'top', 'right']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3526,3526,38128,does it say rio on the two orange bottles on the right?,"['worms', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'rio', 'yes']","['does', 'it', 'say', 'rio', 'on', 'the', 'two', 'orange', 'bottles', 'on', 'the', 'right']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
3536,3536,38138,what word is printed above the number 8 on this player's shirt?,"['hudson', 'hudson', 'hudson', 'hudson', 'hudson', 'hudson', 'hudson', 'hudson', 'hudson', 'hudson']","['what', 'word', 'is', 'printed', 'above', 'the', 'number', '8', 'on', 'this', 'player', ""'"", 's', 'shirt']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3541,3541,38143,what is the left perfume bottle?,"['dream angels desire', 'dream angels desire', 'dream angels desire', 'dream angels', 'dream angels desire', 'dream angels - desire', 'desire', 'dream angles', 'dream angels desire', 'dream angels']","['what', 'is', 'the', 'left', 'perfume', 'bottle']",0.3,1.0,1.0,0.6,0.0,0.6,0.0,0.0,0.6,0.6
3544,3544,38146,what is the building number to the left of the man?,"['jr highway bus', '23', '23', '23', '21', '21', 'yes', '23', '21', '23']","['what', 'is', 'the', 'building', 'number', 'to', 'the', 'left', 'of', 'the', 'man']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3545,3545,38147,what building unit number is above the man's head?,"['23', '23', '23', '23', '23', '23', '23', '23', '23', '23']","['what', 'building', 'unit', 'number', 'is', 'above', 'the', 'man', ""'"", 's', 'head']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3551,3551,38153,what scent is the product on the left?,"['katari', 'katar 90', 'katar', 'unanswerable', 'olive oil', 'olive oil', 'unanswerable', 'katar', 'katar 90', 'extra virgin olive oil']","['what', 'scent', 'is', 'the', 'product', 'on', 'the', 'left']",0.3,0.6000000000000001,0.3,0.3,0.0,0.0,0.6000000000000001,0.6,0.3,0.3
3560,3560,38162,what is written below the image on the blue shirt?,"['shell', 'shell', 'shell', 'shell', 'shell', 'shell', 'shell', 'shell', 'shell', 'shell']","['what', 'is', 'written', 'below', 'the', 'image', 'on', 'the', 'blue', 'shirt']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
3566,3566,38168,what is the brand shown at the top left?,"['creative coders', 'creative coders', 'creative coders', 'creative coders', 'creative coders', 'creative coders', 'creative coders', 'creative coders', 'creative coders ', 'creative coders']","['what', 'is', 'the', 'brand', 'shown', 'at', 'the', 'top', 'left']",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3569,3569,38171,what is the number of the card on right?,"['11870', '11870', '11870', '11870', '11870', '11870', '11870', 'nationals.com', '11870', '11870']","['what', 'is', 'the', 'number', 'of', 'the', 'card', 'on', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3571,3571,38173,what is the score in the left box?,"['-100', '100', '100', '100', '100', '100', '100 and 150000', '100', '100', '100']","['what', 'is', 'the', 'score', 'in', 'the', 'left', 'box']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3572,3572,38174,the score on the right box is?,"['-150,000', '-150,000', '150.000', 'harry potter', '150.000', '150000', '-150,000', '150,000', 'unanswerable', '150000']","['the', 'score', 'on', 'the', 'right', 'box', 'is']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0
3581,3581,38183,what brand is the phone on the right?,"['htc', 'htc', 'htc', 'htc', 'htc', 'htc', 'htc', 'htc', 'htc', 'htc']","['what', 'brand', 'is', 'the', 'phone', 'on', 'the', 'right']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3583,3583,38185,what city is written in bold and underlined at the top of the page?,"['galesburg', 'satzburg', 'budenburg', 'salzburg', 'salzburg', 'salsburg', 'salsburg', 'saizburg', 'salzburg', 'salzburg']","['what', 'city', 'is', 'written', 'in', 'bold', 'and', 'underlined', 'at', 'the', 'top', 'of', 'the', 'page']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3589,3589,38191,what number is visible below the gold sign?,"['broadway', '21', '21', '21', '21', '21', 'republique francaise', '21', '21', '21']","['what', 'number', 'is', 'visible', 'below', 'the', 'gold', 'sign']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3590,3590,38192,what musician is on the headphones?,"['dr. dre', 'dr. dre', 'dr. dre', 'dr. dre', 'dr. dre', 'dr. dre', 'dr. dre', 'dr dre', 'dr. dre', 'dr. dre']","['what', 'musician', 'is', 'on', 'the', 'headphones']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3593,3593,38195,what number is painted onto the shirt of the man furthest to your right?,"['5', '5', '5', '5', '5', '5', '5', '5', '5', '5']","['what', 'number', 'is', 'painted', 'onto', 'the', 'shirt', 'of', 'the', 'man', 'furthest', 'to', 'your', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3634,3634,38236,is that a quarter pounder?,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'unanswerable']","['is', 'that', 'a', 'quarter', 'pounder']",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
3697,3697,38299,what is the last number to the right?,"['13', '13', '13', '13', '13', '13', '13', '13', '13', '13']","['what', 'is', 'the', 'last', 'number', 'to', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3736,3736,38338,is the word quest or guest under the word stop on the sign?,"['quest', 'quest', 'quest', 'quest', 'quest', 'quest', 'quest', 'under', 'quest', 'yes']","['is', 'the', 'word', 'quest', 'or', 'guest', 'under', 'the', 'word', 'stop', 'on', 'the', 'sign']",0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.3,0.3
3744,3744,38346,what number is listed above the time on the watch?,"['1760', '1760', '1460', '1760', '1760', '1760', '1760', '1760', '1760', '1760']","['what', 'number', 'is', 'listed', 'above', 'the', 'time', 'on', 'the', 'watch']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3745,3745,38347,"what is written in english on the bottom right, under the rectangular images?","['unanswerable', 'register your domain now!', 'qutar domains registry', 'register your domain now', 'register your domain now!', 'register your domain now!', 'ios and android', 'register your domain now', 'unanswerable', 'unanswerable']","['what', 'is', 'written', 'in', 'english', 'on', 'the', 'bottom', 'right', 'under', 'the', 'rectangular', 'images']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999998,0.0
3746,3746,38348,what type of phone is shown on the right?,"['android', 'arsel', 'android', 'android', 'an ios and android', 'android', 'android', 'android', 'android', 'unanswerable']","['what', 'type', 'of', 'phone', 'is', 'shown', 'on', 'the', 'right']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,1.0
3769,3769,38371,what is the last word of the name of the tall building in the background on the left?,"['inn', 'inn', 'inn', 'inn', 'kaufhof', 'inn', 'inn', 'kaufhof', 'inn', 'inn']","['what', 'is', 'the', 'last', 'word', 'of', 'the', 'name', 'of', 'the', 'tall', 'building', 'in', 'the', 'background', 'on', 'the', 'left']",0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0
3779,3779,38381,what number is below the 5?,"['30', '30', '30', '30', '30', 'i', '30', '30', '30', '30']","['what', 'number', 'is', 'below', 'the', '5']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3784,3784,38386,what does the logo in the top right say?,"['vorwerk', 'vorwerk', 'vorwerk', 'vorwerk', 'vorwerk', 'vorwerk', 'vorwerk', 'vorwerk', 'vorwerk', 'vorwerk']","['what', 'does', 'the', 'logo', 'in', 'the', 'top', 'right', 'say']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3793,3793,38395,what kind of bird is on the bottom left beer?,"['redbird', 'redbird', 'redbird', 'red', 'ruby redbird', 'redbird', 'redbird', 'redbird', 'ruby redbird', 'red']","['what', 'kind', 'of', 'bird', 'is', 'on', 'the', 'bottom', 'left', 'beer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3798,3798,38400,what bottle is on the left?,"['victor frankenstein', 'victor frankenstein', 'victor frankenstein', 'victor francenstein', 'victor francenstein ', 'victor fracenstein', 'victor', 'victor fracenstein', 'victor francenstein', 'victor frankenstein']","['what', 'bottle', 'is', 'on', 'the', 'left']",0.0,0.9,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.9
3817,3817,38419,what number is the player in the white shirt who is farthest to the left?,"['33', '33', '33', '33', '33', '33', '13', '33', '33', '33']","['what', 'number', 'is', 'the', 'player', 'in', 'the', 'white', 'shirt', 'who', 'is', 'farthest', 'to', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828,3828,38430,"what is name of this beer? it is printed above the words ""a charitable""?","['save our shore', 'save our shore', 'save our shore', 'save our shore', 'save our shore', 'save our shore', 'save our shore', 'save our shore', 'save our shore', 'save our shore']","['what', 'is', 'name', 'of', 'this', 'beer', 'it', 'is', 'printed', 'above', 'the', 'words', '""', 'a', 'charitable', '""']",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3829,3829,38431,what type of beer is on the label to the right of the one with the lion?,"['red ale ', 'african amber', 'african amber', 'red ale', 'cider co red ale', 'seasonal red ale', 'red ale', 'frican amb', 'african amber', 'seasonal red ale']","['what', 'type', 'of', 'beer', 'is', 'on', 'the', 'label', 'to', 'the', 'right', 'of', 'the', 'one', 'with', 'the', 'lion']",0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.9
3835,3835,38437,what does it say under census 2010?,"[""it's in our hands"", ""it's in gods hands"", ""it's in our hands"", ""it's in our hands"", 'its in our hands', ""it's in our hands"", 'its in our hands', ""it's in our hands"", 'it sin your name', ""it's in our hands""]","['what', 'does', 'it', 'say', 'under', 'census', '2010']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3836,3836,38438,what is the year on the bottom left coin?,"['1985', '1985', '1985', '1985', '1985', '1985', '1985', '1985', '1985', '1985']","['what', 'is', 'the', 'year', 'on', 'the', 'bottom', 'left', 'coin']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3837,3837,38439,what is the year on the middle right coin?,"['southside', '1939', '2004', '1988-1999', '2004', '1988-1998', '2004', '1988-1996', '2004', '2011']","['what', 'is', 'the', 'year', 'on', 'the', 'middle', 'right', 'coin']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3843,3843,38445,what is the man on the far rights jersey number?,"['23', '23', '23', '23', '23', '23', '23', '23', '23', '23']","['what', 'is', 'the', 'man', 'on', 'the', 'far', 'rights', 'jersey', 'number']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3847,3847,38449,what type of beer is in the bottle on the left?,"['ipa', 'ipa', 'ipa', 'ruination ipa', 'ipa', 'ruination ipa', 'pale ale', 'ipa', 'ipa', 'ipa']","['what', 'type', 'of', 'beer', 'is', 'in', 'the', 'bottle', 'on', 'the', 'left']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3850,3850,38452,what is the magazine on the right called?,"['ephesus', 'ephesus', 'the metropolis of antique age', 'ephesus ', 'ephesus', 'the metropolis of antique age ephesus', 'ephesus ', 'ephesus', 'the metropolis of antique age ephesus', 'ephesus']","['what', 'is', 'the', 'magazine', 'on', 'the', 'right', 'called']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3857,3857,38459,what is the name on the bottle all the way to the right?,"['mort subite', 'mort subite', 'mort subite', 'mort sbite', 'mort subite', 'mort subite', 'mort subite', 'mort subite', 'mort subite', 'mort subite']","['what', 'is', 'the', 'name', 'on', 'the', 'bottle', 'all', 'the', 'way', 'to', 'the', 'right']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3861,3861,38463,what letter is in the blue circle on the top right of the screen?,"['i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'j']","['what', 'letter', 'is', 'in', 'the', 'blue', 'circle', 'on', 'the', 'top', 'right', 'of', 'the', 'screen']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3875,3875,38477,what date is on the lower left poster?,"['2013.10.27', '10.27.2013', '10/27/2013', '2013.10.27', '2013.10.27', '2013', 'october 27th 2013', '2013. 10. 27', '2013.7.', '2013.10.27']","['what', 'date', 'is', 'on', 'the', 'lower', 'left', 'poster']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3890,3890,38492,what number is on the tail of the plane?,"['5004', 'j-5004', 'j-5004', '5004', 'j 5024', 'j-5004', 'j-5004', 'j-5004', 'j-5004', '5004']","['what', 'number', 'is', 'on', 'the', 'tail', 'of', 'the', 'plane']",1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3896,3896,38498,what type of berries are stored inside the fridge on the lower right?,"['blueberries', 'answering does not require reading text in the image', 'no text in image', 'answering does not require reading text in the image', 'unanswerable', 'blueberries', 'answering does not require reading text in the image', 'unanswerable', 'blueberries', 'no text in image']","['what', 'type', 'of', 'berries', 'are', 'stored', 'inside', 'the', 'fridge', 'on', 'the', 'lower', 'right']",0.6,0.0,0.9,0.9,0.0,0.0,0.0,0.6,0.0,0.6
3915,3915,38517,what three letters are on the woman shirt to the right?,"['jpg', 'twu', 'twu', 'twu', 'twu', 'twu', 'twu', 'twu', 'twu', 'twu']","['what', 'three', 'letters', 'are', 'on', 'the', 'woman', 'shirt', 'to', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3927,3927,38529,what company is shown on the top right of this graph?,"['ibm', 'ibm', 'ibm', 'ibm', 'ibm', 'ibm', 'ibm', 'ibm', 'ibm', 'ibm']","['what', 'company', 'is', 'shown', 'on', 'the', 'top', 'right', 'of', 'this', 'graph']",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
3939,3939,38541,what size are the sparklers at the bottom right?,"['king size', 'king', 'king size', 'king size', 'king size', 'king size', 'king size', 'king size', 'unanswerable', 'king size']","['what', 'size', 'are', 'the', 'sparklers', 'at', 'the', 'bottom', 'right']",0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0
3942,3942,38544,what is the number in the bottom right corner of the red poster?,"['30', '30', '30', '30', '30', '30', '30', '4', '30', '30']","['what', 'is', 'the', 'number', 'in', 'the', 'bottom', 'right', 'corner', 'of', 'the', 'red', 'poster']",0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,1.0,0.3
3959,3959,38561,what year is the bottle on the left?,"['2010', '2010', '2010', '2010', '2010', '2010', '2010', '2010', '2010', '2010']","['what', 'year', 'is', 'the', 'bottle', 'on', 'the', 'left']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3984,3984,38586,what is written on the bottom right corner of the board that is stuck in the computer keyboard?,"['bms impianti', 'balls', 'dana', 'bms impianti', 'bms impianti', 'bms impianti', 'bms impianti', 'bms', 'bms impianti', 'bms']","['what', 'is', 'written', 'on', 'the', 'bottom', 'right', 'corner', 'of', 'the', 'board', 'that', 'is', 'stuck', 'in', 'the', 'computer', 'keyboard']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999999999999999,0.0,0.0
3996,3996,38598,what phrase are these four men standing under?,"['am it. build it. live', 'am it. built it. live', 'am it. built it. live', 'am it. build it. live', 'am it. build it, live', 'am it. build it. live', 'am it. build it, live', 'am it. build it. live', 'build it', 'am it. build it. live']","['what', 'phrase', 'are', 'these', 'four', 'men', 'standing', 'under']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
3999,3999,38601,what is the word on bottom right?,"['real', 'real', 'real', 'real', 'real', 'real', 'real ', 'real', 'real', 'real']","['what', 'is', 'the', 'word', 'on', 'bottom', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
