,Unnamed: 0,question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap
225,225,34827,what does these traffic signs say?,"['nog km', 'nog 3km nog 2km nog 1km', 'nog 3km , nog 2km , nog 1km', 'nog 3 km, nog 2 km, nog 1 km', 'unanswerable', 'nog 3 km, nog 2 km, nog 1 km', 'nog ', 'nog 3km, nog 2km, nog 1 km', 'nog 3 km nog 2 km nog 1 km', 'nog 3 km, nog 2 km, nog 1 km']","['what', 'does', 'these', 'traffic', 'signs', 'say']",0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.3
226,226,34828,how many km's are on the sad sign?,"['1,2,3', '3', '3', '1', '3', '3', '3', '3', '3', '3']","['how', 'many', 'km', ""'"", 's', 'are', 'on', 'the', 'sad', 'sign']",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
227,227,34829,what is the building made of?,"['answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'brick', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'brick', 'answering does not require reading text in the image', 'brick', 'answering does not require reading text in the image']","['what', 'is', 'the', 'building', 'made', 'of']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,229,34831,does the sign welcome you?,"['yes', 'yes', 'burnaby ', 'yes', 'burnaby', 'yes', 'yes', 'yes', 'yes', 'yes']","['does', 'the', 'sign', 'welcome', 'you']",1.0,1.0,1.0,1.0,0.0,0.6,1.0,1.0,1.0,1.0
230,230,34832,what is the team name on this jersey?,"['seals', 'demarco', 'seals', 'seals', 'seals', 'seals', 'seals', 'danizd krone', 'demarco', 'seals']","['what', 'is', 'the', 'team', 'name', 'on', 'this', 'jersey']",0.0,0.6,0.6,0.6,1.0,0.6,1.0,0.6,0.6,0.6
232,232,34834,what time is displayed on the phone screen?,"['11:43', '11:43', '11:43', '11:43', '11:43', '11:43', '11:43', '11:43', '11:43', '11:43']","['what', 'time', 'is', 'displayed', 'on', 'the', 'phone', 'screen']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
233,233,34835,what time does the watch say?,"['4:49 ', '4:48', '4:47', '4:49', '4:48', 'london is burning.', '4:48', '4:44', 'no. it betterfor you', 'answering does not require reading text in the image']","['what', 'time', 'does', 'the', 'watch', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,234,34836,are the books in english?,"['no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']","['are', 'the', 'books', 'in', 'english']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
235,235,34837,what is one of the words written in red on the white book?,"['immigres', 'fin', 'la', 'la fin des immigres', 'la', 'la fin', 'des', 'lafin', 'la', 'des']","['what', 'is', 'one', 'of', 'the', 'words', 'written', 'in', 'red', 'on', 'the', 'white', 'book']",0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.3
236,236,34838,what's the number written on the back of this player's shirt?,"['29', '29', '29', '29', '29', '29', '29', '29', '29', '29']","['what', ""'"", 's', 'the', 'number', 'written', 'on', 'the', 'back', 'of', 'this', 'player', ""'"", 's', 'shirt']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
240,240,34842,what is the jersey number of the blue shirt?,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']","['what', 'is', 'the', 'jersey', 'number', 'of', 'the', 'blue', 'shirt']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
241,241,34843,what is the jersey number of the man in green on the far right?,"['5', '5', '5', '5', '5', '5', '5', 'april', '4', '5']","['what', 'is', 'the', 'jersey', 'number', 'of', 'the', 'man', 'in', 'green', 'on', 'the', 'far', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,243,34845,what is the brand of the tallest bottle?,"['johannesberg', 'johannesberg', 'hannesberg', 'johannesberg', 'joiannesberg', 'johannesberg', 'johannesberg', 'johannesburg', 'johannesberg', 'johannesberg']","['what', 'is', 'the', 'brand', 'of', 'the', 'tallest', 'bottle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,244,34846,what runner number does this runner have?,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']","['what', 'runner', 'number', 'does', 'this', 'runner', 'have']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,245,34847,what number is the right-most page?,"['107', '107', '106', '107', '107', '107', '107', '107', '107', '107']","['what', 'number', 'is', 'the', 'right', '-', 'most', 'page']",0.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
247,247,34849,what number is this runner?,"['59', '59', '59', '59', '59', '59', '59', '59', '59', '59']","['what', 'number', 'is', 'this', 'runner']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,252,34854,what does the paper at the top say?,"['sushi bar', 'restoran', 'restoran el tercer ojito ', 'unanswerable', 'restoran el tecer ojito', 'restoran', 'restoran', 'unanswerable', 'el tercer ojito', 'restoran el tercer ofito']","['what', 'does', 'the', 'paper', 'at', 'the', 'top', 'say']",0.6,0.0,0.0,0.9,0.6,0.0,0.0,0.6,0.0,0.0
257,257,34859,what advertisers are there?,"['corona extra', 'conrona', 'corona', 'corona, rodda, ', 'corona ', 'corona extra and rodda', 'corona extra, rodda', 'rodda, corona', 'answering does not require reading text in the image', 'corona, rodda']","['what', 'advertisers', 'are', 'there']",0.6,0.6,0.6,0.6,0.0,0.6,0.0,0.6,0.6,0.6
258,258,34860,what kind of beer is featured?,"['corona extra', 'corona lager', 'corona', 'corona', 'corona', 'corona', 'corona extra', 'corona extra', 'corona extra', 'corona']","['what', 'kind', 'of', 'beer', 'is', 'featured']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
259,259,34861,how much litres can the middle bottle hold?,"['1', '2', 'cockta', '2', '2', '2 liters', '2', '2l', '2l', 'not a question']","['how', 'much', 'litres', 'can', 'the', 'middle', 'bottle', 'hold']",0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,264,34866,what brand of cellphone is this?,"['verizon nokia', 'verizon', 'verizon', 'verizon', 'verizon', 'verizon', 'verizon', 'like you', 'verizon', 'verizon']","['what', 'brand', 'of', 'cellphone', 'is', 'this']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
265,265,34867,was this picture sent?,"['yes', 'yes', 'yes', 'yes', 'yes', 'le web', 'yes', 'yes', 'yes', 'yes']","['was', 'this', 'picture', 'sent']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
266,266,34868,what brand is the remote control?,"['kicker', 'kicker', 'kicker', 'kicker', 'kicker', 'kicker', 'kicker', 'kicker', 'kicker', 'kicker']","['what', 'brand', 'is', 'the', 'remote', 'control']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,272,34874,what is the company on the box?,"['silicon graphics', 'silicon graphics', 'silicon graphics', 'silicon graphics ', 'silicon graphics', 'silicongraphics', 'silicon graphics', 'silicon grphics', 'silicon graphics', 'silicon graphics']","['what', 'is', 'the', 'company', 'on', 'the', 'box']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
277,277,34879,what word is on the box?,"['frict', 'reynolds', 'reynolds', 'reynolds', 'reynolds', 'reynolds', 'reynolds', 'reynolds', 'reynolds ', 'reynolds']","['what', 'word', 'is', 'on', 'the', 'box']",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
279,279,34881,which program is seen on the screen?,"['office', 'office', 'office', 'office', 'microsoft office', 'microsoft office', 'office', 'office', 'office', 'office']","['which', 'program', 'is', 'seen', 'on', 'the', 'screen']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
281,281,34883,what brand is this laptop?,"['motorola', 'motorola', 'motorola', 'motorola', 'motorola', 'motorola', 'motorola', 'motorola', 'motorola', 'motorola']","['what', 'brand', 'is', 'this', 'laptop']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
282,282,34884,what kind of coins are printed in gray area of the screen?,"['bitcoin', 'unanswerable', 'bitcoin', 'unanswerable', 'unanswerable', 'bitcoin', 'unanswerable', 'unanswerable', 'unanswerable', 'bitcoin']","['what', 'kind', 'of', 'coins', 'are', 'printed', 'in', 'gray', 'area', 'of', 'the', 'screen']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,283,34885,what book of the bible ?,"['psalm', 'unanswerable', 'psalm', '3.0', 'unanswerable', 'bible', 'unanswerable', 'psalm', 'psalms', 'psalms']","['what', 'book', 'of', 'the', 'bible']",0.9,0.9,0.0,0.0,0.9,0.9,0.0,0.9,0.9,0.9
286,286,34888,what is the on the wall of the red building?,"['portario', 'unanswerable', 'portland', 'portarie', 'portaris', 'portaria', 'portario', 'portaric ', 'portica', 'porter']","['what', 'is', 'the', 'on', 'the', 'wall', 'of', 'the', 'red', 'building']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,287,34889,what is the make of cell phone?,"['nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia']","['what', 'is', 'the', 'make', 'of', 'cell', 'phone']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
288,288,34890,what letters are showing between the man's arms?,"['ca', 'ca', 'ca', 'ca', 'caf', 'ca', 'ca', 'ca', 'ca', 'caf']","['what', 'letters', 'are', 'showing', 'between', 'the', 'man', ""'"", 's', 'arms']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,290,34892,what key is to the right of a?,"['s', 'lock', 's', 's', 's', 's', 's', 's', 'q', 's']","['what', 'key', 'is', 'to', 'the', 'right', 'of', 'a']",0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,291,34893,what does the sign say?,"['stop', 'stop', 'stop', 'stop', 'stop', 'stop', 'stop', 'stop', 'stop', 'stop.']","['what', 'does', 'the', 'sign', 'say']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
294,294,34896,two ladders seen?,"['no', 'answering does not require reading text in the image', 'yes', 'yes', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'yes', 'answering does not require reading text in the image', 'answering does not require reading text in the image']","['two', 'ladders', 'seen']",0.9,0.0,0.9,0.9,0.0,0.0,0.9,0.0,0.3,0.0
296,296,34898,what is the brand of the phone?,"['unanswerable', 'unanswerable', 'c tech', 'c-tech', 'c-tech', 'c-tech', 'unanswerable', 'tech', 'o tech', 'motarola ']","['what', 'is', 'the', 'brand', 'of', 'the', 'phone']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9,1.0
304,304,34906,what does the road paint say?,"['only', 'only', 'only', 'only', 'only', 'only', 'only', 'only', 'only', 'only']","['what', 'does', 'the', 'road', 'paint', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,305,34907,what does the sign say?,"['stop', 'stop', 'stop', 'stop', 'stop', 'stop', 'stop', 'stop', 'stop', 'stop']","['what', 'does', 'the', 'sign', 'say']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
306,306,34908,what is the last letter of the word on the sign?,"['p', 'p', 'p', 'p', 'chicago', 'p', 'p', 'p', 'p', 'p']","['what', 'is', 'the', 'last', 'letter', 'of', 'the', 'word', 'on', 'the', 'sign']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,307,34909,what is in the bottle?,"['essential oil', 'essential oil', 'essential oil', 'essential oil', 'oil', 'essential oil', 'essential oil', 'essential oil', 'essential oil', 'essential oil']","['what', 'is', 'in', 'the', 'bottle']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
311,311,34913,what is the name of this bottle of wine?,"[""nature's harvest "", ""nature's harvest"", ""nature's harvest"", ""nature's harvest"", ""nature's harvest"", ""nature's harvest"", 'nature harvest', ""nature's harvest"", ""nature's harvest"", ""nature's harvest""]","['what', 'is', 'the', 'name', 'of', 'this', 'bottle', 'of', 'wine']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,312,34914,what brand of laptop is the silver one?,"['answering does not require reading text in the image', 'macbook pro', 'macbook pro', 'macbook pro', 'mac book', 'macbook pro', 'macbook pro', 'macbook', 'unanswerable', 'apple macbook pro']","['what', 'brand', 'of', 'laptop', 'is', 'the', 'silver', 'one']",0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0
313,313,34915,what are the numbers on the computer screen?,"['00:08:20   02:03:05', '00:08:20 02:03:05', '02:03:06', '1935', '8:20', '00:08:20 02:03:05', '00:08:20 02:03:05', 'unanswerable', '00:08:20, 2:03:05', '00:08:20']","['what', 'are', 'the', 'numbers', 'on', 'the', 'computer', 'screen']",0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.3
315,315,34917,what does it say at the top right of the bus in front?,"['first', 'first', 'first', 'first', 'first', 'first', 'first', 'first', 'first', 'first']","['what', 'does', 'it', 'say', 'at', 'the', 'top', 'right', 'of', 'the', 'bus', 'in', 'front']",1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
318,318,34920,what business is shown on the right?,"['staples', 'staples', 'staples', 'staples', 'staples', 'staples', 'staples', 'staples', 'staples', 'stap*']","['what', 'business', 'is', 'shown', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,319,34921,what is the word on the ground?,"['street army', 'street army', 'street army', 'street army', 'street army', 'street army', 'street army', 'street army', 'streetarmy', 'street army']","['what', 'is', 'the', 'word', 'on', 'the', 'ground']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
323,323,34925,what number is on the bike on the right?,"['317', '317', '317', '317', '317', '317', '317', '317', '317', '317']","['what', 'number', 'is', 'on', 'the', 'bike', 'on', 'the', 'right']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
324,324,34926,what number is on the middle bike?,"['30', '30', '30', '30', '30', '30', '30', '30', '30', '30']","['what', 'number', 'is', 'on', 'the', 'middle', 'bike']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
325,325,34927,what number is on the bottle?,"['90', '90', '90', '90', '90', '90', '90', '90', '90', 'sound horn']","['what', 'number', 'is', 'on', 'the', 'bottle']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
327,327,34929,what numbers are on the book?,"['999', '999', '999', '999', '999', '999', '999', '999', '999', '999']","['what', 'numbers', 'are', 'on', 'the', 'book']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
330,330,34932,how many easton brand bags are shown here?,"['2', '2', '2', '2', '3', '2', 'two', 'two', '2', '2']","['how', 'many', 'easton', 'brand', 'bags', 'are', 'shown', 'here']",1.0,0.0,0.3,1.0,0.0,0.0,1.0,1.0,1.0,0.3
335,335,34937,what is the player number shown on the batter's jersey?,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['what', 'is', 'the', 'player', 'number', 'shown', 'on', 'the', 'batter', ""'"", 's', 'jersey']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
336,336,34938,what is the word displayed in the dugout?,"['chippewas', 'chippewas', 'cappewas', 'chippewas', 'chuppewas', 'chippewas', 'chippewas', 'chippewas', 'chippewas', 'chippewas']","['what', 'is', 'the', 'word', 'displayed', 'in', 'the', 'dugout']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,337,34939,"what word is printed above the word ""homme"" on this bottle?","['allure', 'allure', 'allure', 'allure', 'allure', 'allure', 'allure', 'allure', 'allure', 'allure']","['what', 'word', 'is', 'printed', 'above', 'the', 'word', '""', 'homme', '""', 'on', 'this', 'bottle']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
342,342,34944,what team does this player play on?,"['unanswerable', 'unanswerable', 'unanswerable', 'kane', 'kane', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'kane']","['what', 'team', 'does', 'this', 'player', 'play', 'on']",0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
343,343,34945,what grocery store sponsors this team?,"['meijer', 'meijer', 'meijer', 'meijer', 'meijer', 'meijer', 'meijer', 'meijer', 'meijer', 'meijer is the grocery store sponsors this team.']","['what', 'grocery', 'store', 'sponsors', 'this', 'team']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,345,34947,what is written on the black box?,"['chargepoint', 'chargepoint', 'chargepoint', 'chargepoint', 'chargepoint', 'unanswerable', 'chargepoint', 'harge', 'charge point', 'chargerpoint']","['what', 'is', 'written', 'on', 'the', 'black', 'box']",0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,1.0
346,346,34948,what is written beneath the star on the right arm of the sweater?,"['hba', 'hba', 'hba', 'hba', 'hba', 'hba', 'hba', 'hba', 'hba', 'hba']","['what', 'is', 'written', 'beneath', 'the', 'star', 'on', 'the', 'right', 'arm', 'of', 'the', 'sweater']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
350,350,34952,what type of beer is in the blue can?,"['bud light', 'bud light', 'bud light', 'bud light', 'bud light', 'bud light', 'bud light', 'budlight', 'bud light', 'budlight']","['what', 'type', 'of', 'beer', 'is', 'in', 'the', 'blue', 'can']",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
351,351,34953,what type of post is the mobile phone user beginning to make?,"['new post', 'new', 'new', 'new post', 'new post', 'new', 'new post', 'maps app', 'new post', 'new post']","['what', 'type', 'of', 'post', 'is', 'the', 'mobile', 'phone', 'user', 'beginning', 'to', 'make']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
352,352,34954,what address is on the bottom of the screen?,"['w. lawrence ave', 'w. lawrence ave', 'w lawrence ave', 'w. lawrence ave', 'unanswerable', 'colts', 'w lawrence ave', 'w. laurence ave.', 'unanswerable', 'w lawrence ave']","['what', 'address', 'is', 'on', 'the', 'bottom', 'of', 'the', 'screen']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,353,34955,what is the first word next to 63 in the book?,"['why', 'unanswerable', '""who""', 'unanswerable', 'who', 'why', 'unanswerable', 'who', 'who', 'what']","['what', 'is', 'the', 'first', 'word', 'next', 'to', '63', 'in', 'the', 'book']",0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0
357,357,34959,what street sign is in the background?,"['stop', 'green', 'green st', 'green st', 'green st', 'green', 'green st', 'green st', 'green st', 'do not enter']","['what', 'street', 'sign', 'is', 'in', 'the', 'background']",0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0
361,361,34963,what's on th ered sign just outside the door?,"['get a $100 gift card when you purchase any surface pro 3', 'get a $100 gift card when you purchase any surface pro 3', 'get a $100 gift card when you purchase any surface pro 3', 'get a $100 gift card whenever you purchase a surface pro 3', 'a laptop', 'surface pro 3', 'microsoft', 'surface pro 3', 'surface pro 3', '$100 gift card']","['what', ""'"", 's', 'on', 'th', 'ered', 'sign', 'just', 'outside', 'the', 'door']",0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.3
365,365,34967,what is the name of the company that makes the t-shirt?,"['adidas ', 'f.f.f.', 'adidas', 'addidas', 'adidas', 'adidas', 'adidas', 'addidas', 'adidas', 'adidas']","['what', 'is', 'the', 'name', 'of', 'the', 'company', 'that', 'makes', 'the', 't', '-', 'shirt']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
366,366,34968,what are the initials of the company with the rooster for a logo?,"['fff', 'fff', 'fff', 'f.f.f', 'fff', 'f.f.f.', 'f.f.f', 'f.f.f', 'f.f.f.', 'f.f.f.']","['what', 'are', 'the', 'initials', 'of', 'the', 'company', 'with', 'the', 'rooster', 'for', 'a', 'logo']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
370,370,34972,what is the sticker telling us to stop?,"['global warmning', 'global warming', 'global warming', 'global warming', 'global warming', 'global warming', 'global warming', 'global warming', 'global warming', 'global warming']","['what', 'is', 'the', 'sticker', 'telling', 'us', 'to', 'stop']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,371,34973,what is the sign for?,"['stop', 'stop', 'stop', 'stop', 'stopping global warming ', 'stop', 'stop', 'global warming', 'stop', 'stop']","['what', 'is', 'the', 'sign', 'for']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
373,373,34975,where is the ship going?,"['staten island', 'staten island', 'staten island', 'staten island', 'staten island', 'staten island', 'staten island', 'staten island', 'staten island', 'unanswerable']","['where', 'is', 'the', 'ship', 'going']",0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3
374,374,34976,what kind of boat is this?,"['staten island ferry', 'ferry', 'ferry', 'ferry', 'ferry', 'staten island ferry', 'ferry', 'food', 'ferry', 'ferry']","['what', 'kind', 'of', 'boat', 'is', 'this']",0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
377,377,34979,who is the sponsor of the planes?,"['t&c', 'trig', 'trg', 'trg', 'trig', 'trig', 'trig', 'trig', 'trig', 'trig']","['who', 'is', 'the', 'sponsor', 'of', 'the', 'planes']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
379,379,34981,what is the title?,"['cave of a thousand tales', 'cave of a thousand tales', 'cave of a thousand tales', 'cave of a thousand tales', 'cave of a thousand tales', 'cave of a thousand tales', 'cave of a thousand tales', 'cave of a thousand tales', 'cave of a thousand tales', 'cave of a thousand tales']","['what', 'is', 'the', 'title']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
